host_response_rate,host_acceptance_rate,host_listings_count,city,state,zipcode,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews,room_type
100%,N/A,1,Washington,DC,20002,38.90425,-76.99658,8,2,3,3,$224.00 ,$300.00 ,$125.00 ,3,59,109,Entire home/apt
100%,N/A,30,Washington,DC,20002,38.88972,-77.00267,4,1,1,2,$165.00 ,$400.00 ,$110.00 ,30,500,44,Entire home/apt
100%,N/A,30,Washington,DC,20002,38.88989,-77.00244,4,1,1,2,$195.00 ,,$110.00 ,30,500,20,Entire home/apt
N/A,N/A,1,Washington,DC,20016,38.93645,-77.07515,5,1,2,3,$99.00 ,$500.00 ,$90.00 ,21,1125,0,Entire home/apt
100%,N/A,1,Washington,DC,20003,38.87903,-76.98432,4,1,1,2,$105.00 ,$0.00 ,$50.00 ,3,365,85,Entire home/apt
100%,N/A,1,Washington,DC,20012,38.97074,-77.02254,2,1,1,1,$80.00 ,$250.00 ,$35.00 ,2,35,79,Entire home/apt
100%,N/A,2,Washington,DC,20019,38.89225,-76.94904,3,1,1,1,$40.00 ,$0.00 ,$25.00 ,3,240,130,Private room
N/A,N/A,1,Washington,DC,20016,38.93707,-77.08333,2,1,1,1,$900.00 ,,,1,1125,0,Private room
100%,N/A,3,Washington,DC,20009,38.92457,-77.04653,4,1,2,2,$122.00 ,$0.00 ,$65.00 ,2,1125,283,Entire home/apt
N/A,N/A,1,Washington,DC,20017,38.92556,-76.98748,1,1,1,1,$101.00 ,$250.00 ,$80.00 ,2,180,29,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.92931,-77.04132,4,1,1,1,$105.00 ,$0.00 ,$100.00 ,3,1125,11,Entire home/apt
100%,N/A,3,"Washington, D.C.",DC,20002,38.89162,-76.99954,5,1,1,4,$169.00 ,,$100.00 ,2,1125,84,Entire home/apt
N/A,N/A,1,Washington,DC,20001,38.91539,-77.02674,1,2.5,1,1,$75.00 ,,$150.00 ,7,1125,0,Private room
100%,N/A,3,Washington,DC,20009,38.91383,-77.04209,2,1,0,1,$135.00 ,$250.00 ,$100.00 ,2,365,31,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.93107,-77.02811,3,1,1,2,$119.00 ,$0.00 ,$59.00 ,2,1125,54,Entire home/apt
100%,N/A,2,Washington,DC,20012,38.97251,-77.02087,2,1,1,1,$70.00 ,$150.00 ,$70.00 ,1,1125,9,Private room
100%,N/A,1,Washington,DC,20009,38.92316,-77.02845,4,2,2,3,$65.00 ,$95.00 ,$25.00 ,1,7,289,Private room
100%,N/A,1,Washington,DC,20002,38.88685,-77.00064,2,1,1,1,$180.00 ,,$50.00 ,2,90,15,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.91187,-77.03581,4,1,1,2,$50.00 ,,,30,60,1,Private room
N/A,N/A,1,Washington,DC,20001,38.91449,-77.01156,4,1,1,2,$82.00 ,,,1,6,2,Entire home/apt
N/A,N/A,2,Washington,DC,20002,38.91522,-77.00657,4,1,2,2,$200.00 ,,,1,1125,0,Entire home/apt
N/A,N/A,2,Washington,DC,20002,38.91499,-77.00823,2,1,1,1,$150.00 ,,,1,1125,0,Private room
100%,N/A,1,Washington,DC,20003,38.88209,-76.99625,4,1,2,2,$239.00 ,$100.00 ,$100.00 ,3,93,177,Entire home/apt
N/A,N/A,2,Washington,DC,20007,38.91695,-77.06972,2,1,0,2,$80.00 ,,,1,1125,0,Entire home/apt
N/A,N/A,1,Silver Spring,MD,20910,38.98711,-77.0297,7,2.5,3,4,$140.00 ,$150.00 ,$75.00 ,5,30,3,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.92566,-77.04388,4,1,1,1,$108.00 ,,$20.00 ,2,1125,7,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.92465,-77.03991,4,2,2,2,$139.00 ,$500.00 ,$70.00 ,6,14,0,Entire home/apt
100%,N/A,1,Washington,DC,20009,38.92145,-77.04507,2,1,1,1,$83.00 ,$0.00 ,$30.00 ,14,90,47,Entire home/apt
100%,N/A,1,"Washington, D.C.",DC,20015,38.96241,-77.07626,6,1,1,3,$139.00 ,$0.00 ,$40.00 ,2,1125,269,Entire home/apt
N/A,N/A,2,Washington,DC,20011,38.9405,-77.03284,2,1,1,1,$65.00 ,$0.00 ,$20.00 ,3,1125,9,Private room
N/A,N/A,1,Washington,DC,20009,38.91712,-77.04028,1,1.5,1,1,$60.00 ,,,2,6,6,Private room
100%,N/A,5,Washington,DC,20001,38.91249,-77.02487,4,1,1,1,$150.00 ,$500.00 ,$100.00 ,2,180,21,Entire home/apt
17%,N/A,2,Washington,DC,20009,38.91644,-77.03958,2,1,1,1,$99.00 ,,$90.00 ,1,1125,30,Private room
85%,N/A,3,"Washington, D.C.",DC,20001,38.90994,-77.01174,2,1,1,1,$72.00 ,$0.00 ,$55.00 ,1,1125,289,Private room
85%,N/A,3,"Washington, D.C.",DC,20001,38.91003,-77.01104,3,1,1,1,$102.00 ,$0.00 ,$75.00 ,1,1125,265,Entire home/apt
N/A,N/A,2,"Washington, D.C.",DC,20009,38.9206,-77.03387,2,1,1,2,$95.00 ,,,32,1125,105,Entire home/apt
N/A,N/A,1,"Washington, D.C.",DC,20003,38.87931,-76.98227,8,2.5,4,5,$350.00 ,,$150.00 ,3,1125,3,Entire home/apt
94%,N/A,1,"Washington, D.C.",DC,20010,38.93213,-77.0362,3,1,1,1,$120.00 ,,$65.00 ,2,1125,212,Entire home/apt
100%,N/A,1,"Washington, D.C.",DC,20016,38.93554,-77.0748,3,1,1,2,$145.00 ,$500.00 ,$100.00 ,7,1125,3,Entire home/apt
N/A,N/A,0,Washington,DC,20010,38.93142,-77.03796,2,1,1,2,$95.00 ,,,10,1125,11,Entire home/apt
N/A,N/A,1,Washington,DC,,38.93348,-77.03845,2,1,0,1,$69.00 ,$0.00 ,$29.00 ,5,14,0,Entire home/apt
90%,N/A,1,"Washington, D.C.",DC,20010,38.93559,-77.04223,4,1,1,2,$125.00 ,$500.00 ,$50.00 ,2,1125,27,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.90115,-77.00301,4,1.5,2,2,$145.00 ,$0.00 ,$40.00 ,2,40,111,Entire home/apt
100%,N/A,0,"Washington, D.C.",DC,20018,38.92563,-76.97978,4,1,1,2,$120.00 ,$150.00 ,$45.00 ,2,1125,12,Entire home/apt
N/A,N/A,2,"Washington, D.C.",DC,20011,38.95396,-77.02864,5,2.5,2,2,$165.00 ,,$15.00 ,6,1125,2,Entire home/apt
100%,N/A,4,"Washington, D.C.",DC,20003,38.88764,-76.98943,4,1,1,1,$119.00 ,,$85.00 ,1,1125,296,Entire home/apt
N/A,N/A,1,Washington,DC,20001,38.90633,-77.01404,1,8,1,1,$48.00 ,$400.00 ,$0.00 ,91,120,0,Private room
N/A,N/A,1,"Washington, D.C.",DC,20007,38.92577,-77.0732,3,1,1,2,$95.00 ,,$10.00 ,2,1125,0,Entire home/apt
N/A,N/A,1,"Washington, D.C.",DC,20002,38.89816,-76.9998,6,2.5,3,3,$199.00 ,,$50.00 ,2,1125,4,Entire home/apt
100%,N/A,2,"Washington, D.C.",DC,20001,38.91504,-77.02637,2,1,1,1,$99.00 ,,$20.00 ,2,1125,206,Private room
100%,N/A,2,"Washington, D.C.",DC,20008,38.9229,-77.05539,1,1,1,1,$119.00 ,$400.00 ,$100.00 ,5,90,92,Entire home/apt
100%,N/A,1,Washington,DC,20003,38.88465,-77.00013,2,1,1,1,$99.00 ,$0.00 ,$60.00 ,2,45,284,Entire home/apt
N/A,N/A,1,Washington,DC,20017,38.93006,-76.99545,4,1,2,2,$400.00 ,$300.00 ,$100.00 ,2,6,0,Entire home/apt
100%,N/A,1,Washington,DC,20003,38.88613,-76.99342,5,1.5,3,3,$375.00 ,$100.00 ,$75.00 ,2,1125,8,Entire home/apt
90%,N/A,4,Washington,DC,20003,38.88797,-76.99957,2,1,1,1,$120.00 ,$0.00 ,$45.00 ,2,1125,75,Private room
100%,N/A,1,Washington,DC,20017,38.92838,-77.00662,2,1,1,1,$72.00 ,,$15.00 ,1,1125,59,Private room
70%,N/A,1,Washington,DC,20008,38.94895,-77.06057,4,1,1,2,$75.00 ,$250.00 ,$50.00 ,5,1125,63,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.9222,-77.03756,3,1,1,1,$89.00 ,,,1,1125,0,Entire home/apt
100%,N/A,1,Washington,DC,20003,38.88634,-76.98113,2,1,1,1,$55.00 ,,,2,1125,77,Private room
100%,N/A,1,Washington,DC,20011,38.94961,-77.02265,16,3.5,4,8,$285.00 ,"$2,000.00 ",$125.00 ,2,30,63,Entire home/apt
88%,N/A,4,Washington,DC,20017,38.93147,-76.9952,2,1,1,1,$114.00 ,$100.00 ,$40.00 ,1,40,345,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.92611,-77.03308,3,2.5,2,1,$139.00 ,,$75.00 ,2,1125,5,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.91289,-77.01062,4,1,1,3,$73.00 ,$400.00 ,$88.00 ,30,30,70,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.91447,-77.03911,1,1,1,1,$95.00 ,,$20.00 ,7,30,1,Private room
100%,N/A,1,Washington,DC,20003,38.88234,-76.99283,4,1,1,2,$150.00 ,$175.00 ,$40.00 ,3,1125,113,Entire home/apt
98%,N/A,54,Washington,DC,20003,38.89036,-76.99971,6,2,2,3,$350.00 ,,$155.00 ,3,1125,142,Entire home/apt
100%,N/A,1,Washington,DC,20002,38.89343,-76.99692,2,1,1,1,$211.00 ,,,2,1000,266,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.89413,-76.99776,5,1.5,2,3,$300.00 ,,$125.00 ,3,1125,0,Entire home/apt
100%,N/A,3,Washington,DC,20007,38.91009,-77.06203,2,1,1,0,$90.00 ,$100.00 ,$30.00 ,2,1125,14,Private room
97%,N/A,54,Washington,DC,20007,38.90943,-77.05874,6,3.5,3,4,$739.00 ,"$1,000.00 ",$265.00 ,7,180,7,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.91827,-77.03566,3,1,1,1,$200.00 ,,$40.00 ,1,1125,8,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.92391,-77.04553,2,1,1,1,$75.00 ,,,2,90,90,Private room
N/A,N/A,1,Washington,DC,20019,38.90307,-76.94164,6,3.5,3,3,$500.00 ,$500.00 ,$0.00 ,2,1125,8,Entire home/apt
100%,N/A,3,Washington,DC,20001,38.9115,-77.00982,3,1,1,2,$89.00 ,$250.00 ,$100.00 ,4,300,21,Entire home/apt
N/A,N/A,1,Washington,DC,20011,38.93884,-77.02358,2,1,1,1,$95.00 ,,$10.00 ,2,1125,11,Entire home/apt
N/A,N/A,1,Washington,DC,20012,38.97199,-77.02848,2,1,1,1,$65.00 ,$100.00 ,$40.00 ,2,1125,0,Private room
N/A,N/A,1,Washington,DC,20002,38.89859,-76.98722,6,2,2,2,"$1,075.00 ","$1,200.00 ",$150.00 ,2,1125,0,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.89502,-76.98901,2,1,1,1,$80.00 ,,,1,1125,0,Private room
100%,N/A,2,Washington,DC,20011,38.96857,-77.02328,2,1,1,1,$45.00 ,$150.00 ,$68.00 ,2,1125,41,Entire home/apt
100%,N/A,3,Washington,DC,20009,38.91651,-77.04051,2,1,1,1,$95.00 ,,$45.00 ,3,1125,30,Private room
N/A,N/A,2,Washington,DC,20003,38.88086,-76.98657,2,1,1,1,$110.00 ,$500.00 ,$65.00 ,2,365,160,Entire home/apt
N/A,N/A,2,Washington,DC,20017,38.9277,-77.00736,2,1,1,1,$49.00 ,$250.00 ,$50.00 ,3,1125,13,Private room
63%,N/A,1,Washington,DC,20037,38.89882,-77.05059,2,1,1,2,$90.00 ,"$1,000.00 ",$0.00 ,120,1125,42,Entire home/apt
83%,N/A,2,Washington,DC,20020,38.86127,-76.98691,5,1,1,3,$91.00 ,$150.00 ,$50.00 ,3,180,19,Entire home/apt
100%,N/A,1,Washington,DC,20002,38.91752,-77.00443,4,1,1,2,$139.00 ,$200.00 ,$50.00 ,2,1125,49,Entire home/apt
100%,N/A,1,Washington,DC,20011,38.95867,-77.02931,1,1,1,1,$88.00 ,,$100.00 ,65,1125,5,Private room
100%,N/A,3,Washington,DC,20009,38.91252,-77.02909,4,1,1,1,$127.00 ,$500.00 ,$50.00 ,6,1125,104,Entire home/apt
100%,N/A,1,Washington,DC,20032,38.84753,-77.00442,2,1,1,2,$140.00 ,,,1,30,0,Entire home/apt
100%,N/A,4,Washington,DC,20002,38.90442,-77.00125,5,2,2,3,$300.00 ,$500.00 ,$60.00 ,2,100,44,Entire home/apt
100%,N/A,4,Washington,DC,20002,38.90581,-77.00001,5,1,1,1,$153.00 ,$100.00 ,$50.00 ,2,30,63,Entire home/apt
100%,N/A,4,Washington,DC,20009,38.91702,-77.03525,6,2,2,2,$220.00 ,$220.00 ,$125.00 ,2,28,222,Entire home/apt
100%,N/A,4,Washington,DC,20037,38.90125,-77.05185,4,1,1,3,$350.00 ,$0.00 ,$0.00 ,3,365,145,Entire home/apt
90%,N/A,1,Washington,DC,20009,38.92252,-77.04558,2,1,1,1,$109.00 ,$500.00 ,$40.00 ,1,1125,85,Private room
100%,N/A,5,Georgetown,DC,20007,38.91082,-77.06178,2,1,1,1,$150.00 ,$500.00 ,$70.00 ,1,1125,223,Entire home/apt
100%,N/A,23,Washington,DC,20009,38.91469,-77.04037,6,1,2,2,$200.00 ,$0.00 ,$95.00 ,1,1125,19,Entire home/apt
100%,N/A,2,Washington,DC,20002,38.91493,-77.00236,8,1.5,4,4,$249.00 ,$250.00 ,$0.00 ,2,1125,97,Entire home/apt
100%,N/A,4,Washington,DC,20009,38.91652,-77.04224,4,1.5,1,2,$95.00 ,$0.00 ,$195.00 ,2,1124,45,Entire home/apt
100%,N/A,2,Washington,DC,20002,38.89936,-76.9865,2,1,1,1,$65.00 ,,$25.00 ,3,365,125,Private room
100%,N/A,7,Washington,DC,20010,38.9303,-77.0422,6,1,2,3,$166.00 ,$500.00 ,$95.00 ,1,1125,259,Entire home/apt
100%,N/A,2,Washington,DC,20002,38.89685,-76.98625,2,1,0,0,$85.00 ,,,2,1124,416,Private room
100%,N/A,3,Washington,DC,20019,38.88957,-76.91835,2,1.5,1,3,$60.00 ,$500.00 ,$15.00 ,1,90,175,Private room
100%,N/A,4,Washington,DC,20001,38.905,-77.01269,9,1.5,3,3,$289.00 ,$250.00 ,$130.00 ,1,1125,39,Entire home/apt
100%,N/A,2,Washington,DC,20001,38.90698,-77.02728,5,1,2,3,$275.00 ,,$80.00 ,3,180,89,Entire home/apt
80%,N/A,2,Washington,DC,20003,38.88766,-76.99614,1,1,1,1,$85.00 ,$100.00 ,,1,1125,82,Private room
100%,N/A,1,Washington,DC,20002,38.89647,-76.98029,6,1,3,3,$128.00 ,$0.00 ,$37.00 ,1,1125,101,Entire home/apt
100%,N/A,1,Washington,DC,20017,38.92677,-76.98814,2,1,0,1,$65.00 ,$0.00 ,$30.00 ,1,5,188,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.91917,-77.03278,2,1,1,1,$83.00 ,,,2,29,18,Entire home/apt
100%,N/A,5,Washington,DC,,38.91263,-77.06133,2,1,1,1,$150.00 ,$500.00 ,$75.00 ,1,1125,212,Entire home/apt
97%,N/A,3,Washington,DC,20002,38.91214,-77.00796,6,2,2,3,$110.00 ,$100.00 ,$95.00 ,2,20,148,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.92405,-77.02815,2,1,1,1,$90.00 ,,$20.00 ,3,1125,0,Entire home/apt
N/A,N/A,2,Washington,DC,20016,38.92197,-77.10246,4,2.5,2,2,$300.00 ,"$2,000.00 ",$150.00 ,7,1125,0,Entire home/apt
100%,N/A,1,Washington,DC,20020,38.86218,-76.95146,6,1,3,3,$130.00 ,$0.00 ,$99.00 ,2,365,73,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.91687,-77.0443,1,1,1,1,$100.00 ,$500.00 ,$150.00 ,14,30,0,Entire home/apt
100%,N/A,1,Washington,DC,20002,38.89942,-76.99495,3,1,1,1,$104.00 ,$100.00 ,$83.00 ,2,14,117,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.91215,-77.03429,2,1,1,1,$105.00 ,,,1,1125,2,Private room
100%,N/A,1,Washington,DC,20009,38.92174,-77.04526,5,1,2,4,$180.00 ,$200.00 ,$75.00 ,2,1125,43,Entire home/apt
100%,N/A,17,Washington,DC,20007,38.9037,-77.05802,3,1,1,2,$285.00 ,,,2,1125,35,Private room
100%,N/A,1,Washington,DC,20001,38.91502,-77.01433,4,1,1,2,$120.00 ,$150.00 ,$45.00 ,3,45,211,Entire home/apt
100%,N/A,2,Washington,DC,20002,38.89549,-77.00106,2,1.5,1,2,$80.00 ,$100.00 ,$20.00 ,2,7,206,Private room
100%,N/A,9,Washington,DC,20001,38.91236,-77.0141,9,2.5,3,7,$315.00 ,$349.00 ,$108.00 ,1,1125,289,Entire home/apt
73%,N/A,2,Washington,DC,20002,38.89828,-76.98403,2,1,0,1,$90.00 ,$200.00 ,$70.00 ,1,1125,96,Entire home/apt
100%,N/A,2,Washington,DC,20009,38.91142,-77.02831,4,1,1,2,$149.00 ,$0.00 ,$85.00 ,2,1125,15,Entire home/apt
N/A,N/A,2,Washington,DC,20036,38.90642,-77.04505,2,1,1,1,$100.00 ,$100.00 ,$30.00 ,1,1125,0,Private room
N/A,N/A,1,Washington,DC,20008,38.91785,-77.04823,2,1,1,1,$120.00 ,,,1,1125,0,Private room
100%,N/A,2,Washington,DC,20007,38.91097,-77.06269,4,1,1,2,$160.00 ,$0.00 ,$0.00 ,2,1125,53,Entire home/apt
100%,N/A,1,Washington,DC,20011,38.94376,-77.03977,2,1,1,2,$100.00 ,,$20.00 ,1,1125,335,Entire home/apt
100%,N/A,1,Washington,DC,20017,38.92446,-76.99772,3,1,1,2,$103.00 ,$175.00 ,$75.00 ,2,14,52,Entire home/apt
100%,N/A,1,Washington,DC,20007,38.90971,-77.05563,3,1,1,2,$125.00 ,$200.00 ,$40.00 ,4,1125,52,Entire home/apt
90%,N/A,1,Washington,DC,20011,38.9404,-77.01498,2,1,0,1,$70.00 ,$200.00 ,$125.00 ,20,200,38,Entire home/apt
70%,N/A,1,Washington,DC,20010,38.93103,-77.02826,2,1,1,2,$115.00 ,$0.00 ,$25.00 ,2,10,56,Entire home/apt
N/A,N/A,1,Washington,DC,20003,38.8858,-76.99854,4,1,1,2,$160.00 ,$500.00 ,$60.00 ,2,1125,90,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.92126,-77.04157,5,1,2,2,$97.00 ,$0.00 ,$90.00 ,1,1125,16,Entire home/apt
67%,N/A,1,Washington,DC,20007,38.91458,-77.07347,6,2.5,3,3,$299.00 ,$500.00 ,$150.00 ,5,1125,11,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.90973,-77.02044,2,1,0,2,$110.00 ,$0.00 ,$60.00 ,3,365,183,Entire home/apt
100%,N/A,3,Washington,DC,20001,38.91542,-77.01334,3,1,1,3,$65.00 ,$0.00 ,$50.00 ,2,1125,221,Private room
N/A,N/A,1,Washington,DC,20002,38.90172,-76.98621,6,2,2,3,$199.00 ,,,3,1125,2,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.91862,-77.02992,2,1.5,1,1,$125.00 ,,$50.00 ,2,29,89,Private room
100%,N/A,1,Washington,DC,20002,38.89701,-76.98822,2,1,1,1,$110.00 ,,,2,180,154,Entire home/apt
100%,N/A,1,Washington,DC,20003,38.88744,-76.97933,4,1,1,2,$120.00 ,$120.00 ,$100.00 ,2,14,59,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.91005,-77.00482,4,1,2,2,$100.00 ,,,1,1125,12,Entire home/apt
100%,N/A,23,Washington,DC,20009,38.91518,-77.04153,10,2.5,5,5,$550.00 ,$0.00 ,$200.00 ,1,365,2,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.91771,-77.01098,2,1,1,1,$70.00 ,$0.00 ,$20.00 ,3,35,46,Private room
N/A,N/A,1,Washington,DC,20010,38.93269,-77.03844,2,1,0,1,$100.00 ,,,1,1125,0,Entire home/apt
100%,N/A,5,Washington,DC,20037,38.9082,-77.04765,3,1,0,2,$152.00 ,$500.00 ,$80.00 ,2,60,269,Entire home/apt
N/A,N/A,1,Washington,DC,20007,38.90865,-77.08813,4,1,1,2,$258.00 ,,,6,1125,32,Entire home/apt
100%,N/A,8,Washington,DC,20036,38.90832,-77.04422,2,1,1,1,$100.00 ,,,1,29,120,Private room
100%,N/A,8,Washington,DC,20036,38.9075,-77.04264,2,1,1,1,$100.00 ,,,1,29,131,Private room
100%,N/A,8,Washington,DC,20036,38.90877,-77.04295,2,1,1,1,$100.00 ,,,1,1125,94,Private room
100%,N/A,8,Washington,DC,20036,38.90738,-77.04478,2,0,1,1,$80.00 ,,,1,1125,151,Private room
100%,N/A,8,Washington,DC,20036,38.90699,-77.04468,2,0,1,1,$80.00 ,,,1,1125,227,Private room
100%,N/A,8,Washington,DC,20036,38.90716,-77.04263,1,0,1,1,$95.00 ,,,1,1125,243,Private room
100%,N/A,8,Washington,DC,20036,38.90813,-77.04325,2,1,1,1,$90.00 ,,,1,1125,62,Private room
N/A,N/A,1,Washington,DC,20003,38.8861,-77.00133,2,1,1,1,$119.00 ,,,1,1125,0,Entire home/apt
100%,N/A,6,Washington,DC,20001,38.91109,-77.02116,3,1,1,2,$130.00 ,$0.00 ,$40.00 ,2,1125,166,Private room
100%,N/A,1,Washington,DC,20003,38.88217,-76.98191,2,1,1,1,$120.00 ,,$25.00 ,2,1125,23,Entire home/apt
100%,N/A,6,Washington,DC,20001,38.91179,-77.02152,3,1,1,2,$130.00 ,$0.00 ,$40.00 ,2,1125,129,Private room
N/A,N/A,1,Washington,DC,20009,38.91039,-77.02969,2,1,1,1,$800.00 ,,$75.00 ,2,1125,0,Entire home/apt
N/A,N/A,1,Washington,DC,20003,38.88294,-77.00017,3,1,1,1,$125.00 ,$500.00 ,$45.00 ,3,10,110,Entire home/apt
N/A,N/A,1,Washington,DC,20008,38.92558,-77.05572,2,1,0,1,$150.00 ,$200.00 ,,2,1125,5,Entire home/apt
98%,N/A,54,Washington,DC,,38.88605,-77.00036,9,1.5,3,6,$450.00 ,,$200.00 ,3,1125,125,Entire home/apt
100%,N/A,2,Washington,DC,20002,38.89247,-76.98642,2,1,1,2,$175.00 ,$300.00 ,$95.00 ,30,60,35,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.90924,-77.01325,2,1,1,1,$120.00 ,,,1,1125,74,Private room
100%,N/A,2,Washington,DC,20002,38.89795,-77.00109,6,2.5,3,3,$315.00 ,$250.00 ,$150.00 ,2,1125,58,Entire home/apt
N/A,N/A,1,Washington,DC,20003,38.88743,-76.9993,2,1,1,1,$125.00 ,,,1,1125,4,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.91211,-77.03758,4,1,2,4,$129.00 ,$100.00 ,$80.00 ,3,30,12,Entire home/apt
100%,N/A,1,Washington,DC,20003,38.88458,-76.99319,6,2.5,3,4,$500.00 ,$750.00 ,$125.00 ,3,30,12,Entire home/apt
100%,N/A,2,Washington,DC,20011,38.96237,-77.01841,2,1,1,1,$69.00 ,$0.00 ,$40.00 ,7,365,28,Private room
N/A,N/A,1,Washington,DC,20009,38.91394,-77.04161,2,1,1,2,$94.00 ,$100.00 ,$30.00 ,2,14,4,Entire home/apt
N/A,N/A,1,Washington,DC,20019,38.90056,-76.9501,2,1.5,1,1,$60.00 ,,$20.00 ,1,1125,8,Private room
N/A,N/A,1,Washington,DC,20009,38.92565,-77.04068,3,1,0,1,$80.00 ,,,1,1125,8,Entire home/apt
N/A,N/A,1,Washington,DC,20010,38.92987,-77.02011,4,2,2,2,$149.00 ,,,5,1125,9,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.91408,-77.04279,2,1,1,1,$199.00 ,,,1,1125,7,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.91189,-77.02134,5,1,1,1,$99.00 ,$0.00 ,$45.00 ,2,29,394,Entire home/apt
100%,N/A,2,Washington,DC,20001,38.91771,-77.0136,2,1,1,1,$55.00 ,$0.00 ,$50.00 ,2,30,23,Private room
N/A,N/A,1,Washington,DC,20010,38.93134,-77.03584,2,1,0,2,$110.00 ,$500.00 ,$60.00 ,180,180,20,Entire home/apt
N/A,N/A,1,Washington,DC,20005,38.90669,-77.03341,2,1,1,1,$130.00 ,$120.00 ,$20.00 ,2,8,10,Entire home/apt
100%,N/A,2,Washington,DC,20010,38.92947,-77.02858,4,1,1,1,$125.00 ,$0.00 ,$78.00 ,1,28,402,Entire home/apt
100%,N/A,3,Washington,DC,20019,38.8888,-76.91754,2,1.5,1,1,$48.00 ,$750.00 ,$15.00 ,1,90,312,Private room
N/A,N/A,1,Washington,DC,20009,38.91081,-77.04471,2,1,1,1,$99.00 ,,$10.00 ,3,1125,2,Entire home/apt
100%,N/A,1,Washington,DC,20016,38.94402,-77.07465,4,1,1,1,$125.00 ,,$50.00 ,2,1125,51,Entire home/apt
100%,N/A,2,Washington,DC,20003,38.88762,-77.0024,6,1,2,2,$225.00 ,$500.00 ,$150.00 ,2,365,145,Entire home/apt
N/A,N/A,1,Washington,DC,20001,38.90128,-77.0164,5,2,2,2,$250.00 ,$350.00 ,$90.00 ,3,1125,1,Entire home/apt
N/A,N/A,1,Washington,DC,20011,38.9365,-77.02556,1,1,1,1,$100.00 ,,,4,5,1,Private room
100%,N/A,1,Washington,DC,20007,38.90411,-77.06253,6,1,2,2,$230.00 ,$0.00 ,$50.00 ,4,1125,225,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.93351,-77.04636,2,1,1,1,$90.00 ,,$30.00 ,7,1125,27,Entire home/apt
100%,N/A,1,Washington,DC,20003,38.88804,-76.99201,3,1,1,1,$170.00 ,,$50.00 ,1,1125,72,Entire home/apt
100%,N/A,3,Washington,DC,20005,38.90956,-77.03107,5,1,1,2,$94.00 ,,$20.00 ,1,1125,263,Private room
N/A,N/A,1,Washington,DC,20001,38.8984,-77.0167,5,2,2,2,$900.00 ,,$100.00 ,2,5,0,Entire home/apt
100%,N/A,2,Washington,DC,20002,38.92019,-77.00181,2,1,1,1,$90.00 ,,$20.00 ,2,45,20,Private room
100%,N/A,4,Washington,DC,20002,38.9016,-77.00028,6,2.5,3,3,$318.00 ,$500.00 ,$150.00 ,1,1125,63,Entire home/apt
N/A,N/A,1,Washington,DC,20010,38.92989,-77.03138,2,1,1,1,$180.00 ,,$20.00 ,3,1125,1,Private room
98%,N/A,440,Washington,DC,20268,38.90046,-77.02642,5,2,2,3,$337.00 ,,$100.00 ,30,1125,14,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.93174,-77.02349,2,1,1,1,$97.00 ,,$45.00 ,1,1125,163,Entire home/apt
100%,N/A,11,Washington,DC,20001,38.90521,-77.01834,6,2,2,2,$295.00 ,$500.00 ,$200.00 ,3,1125,270,Entire home/apt
100%,N/A,3,Washington,DC,20002,38.89285,-76.99909,4,1,1,1,$169.00 ,,$100.00 ,2,1125,94,Entire home/apt
N/A,N/A,1,Washington,DC,20010,38.93567,-77.03294,2,1,1,1,$78.00 ,,$10.00 ,2,1125,4,Entire home/apt
100%,N/A,2,Washington,DC,20002,38.92197,-77.00174,4,1,1,2,$90.00 ,,$20.00 ,2,1125,23,Private room
N/A,N/A,1,Washington,DC,20009,38.9256,-77.04422,2,1,0,1,$100.00 ,,,2,1125,4,Entire home/apt
